id,fid,h,a,date,league_id,season,h_goals,a_goals,team_h,team_a,h_xg,a_xg,h_w,h_d,h_l,league,h_shot,a_shot,h_shotOnTarget,a_shotOnTarget,h_deep,a_deep,a_ppda,h_ppda
15294,1481149,119,131,2021-01-23 14:30:00,3,2020,0,1,Bayer Leverkusen,Wolfsburg,0.572384,1.0586,0.1815,0.3276,0.4909,Bundesliga,10,8,3,4,4,5,17.9524,6.8696
15296,1481151,135,133,2021-01-23 14:30:00,3,2020,2,1,Freiburg,VfB Stuttgart,1.53443,3.02675,0.1148,0.1607,0.7245,Bundesliga,10,26,5,10,7,7,8.1579,8.8065
15299,1481154,125,136,2021-01-23 14:30:00,3,2020,3,2,Mainz 05,RasenBallsport Leipzig,1.97152,1.86151,0.3959,0.2838,0.3203,Bundesliga,9,13,4,5,5,13,5.6667,12.6897
15300,1481155,121,240,2021-01-23 14:30:00,3,2020,2,1,Augsburg,Union Berlin,0.94986,1.62585,0.1331,0.3049,0.562,Bundesliga,8,9,4,5,1,10,5.9032,17.1667
15301,1481156,262,132,2021-01-23 14:30:00,3,2020,1,5,Arminia Bielefeld,Eintracht Frankfurt,0.328715,2.56406,0.019,0.0821,0.8989,Bundesliga,8,15,4,7,4,11,9.0741,9.9714
15297,1481152,122,123,2021-01-23 17:30:00,3,2020,1,4,Hertha Berlin,Werder Bremen,1.99787,1.39323,0.5154,0.2841,0.2005,Bundesliga,18,7,10,5,9,1,16.1765,6.4545
15298,1481153,124,117,2021-01-24 14:30:00,3,2020,0,4,Schalke 04,Bayern Munich,0.937959,3.12798,0.0513,0.1147,0.834,Bundesliga,13,31,3,13,2,15,5.2564,26.2
15295,1481150,120,134,2021-01-24 17:00:00,3,2020,3,0,Hoffenheim,FC Cologne,2.66263,2.28505,0.4701,0.2494,0.2805,Bundesliga,13,15,4,4,7,7,7.0938,14.6316
15310,1481165,133,125,2021-01-29 18:30:00,3,2020,2,0,VfB Stuttgart,Mainz 05,1.02742,0.298779,0.5807,0.3189,0.1004,Bundesliga,11,9,3,2,0,11,5.8571,8.35
15302,1481157,117,120,2021-01-30 14:30:00,3,2020,4,1,Bayern Munich,Hoffenheim,1.94572,1.87397,0.3946,0.2534,0.352,Bundesliga,15,16,9,5,8,10,20.4118,12.5882
15303,1481158,129,121,2021-01-30 14:30:00,3,2020,3,1,Borussia Dortmund,Augsburg,1.92275,0.305739,0.8494,0.1249,0.0257,Bundesliga,14,6,5,1,12,1,22.1765,6.0541
15306,1481161,132,122,2021-01-30 14:30:00,3,2020,3,1,Eintracht Frankfurt,Hertha Berlin,1.78331,0.381451,0.7916,0.1608,0.0476,Bundesliga,15,8,7,3,9,4,15.4737,6.3
15307,1481162,240,130,2021-01-30 14:30:00,3,2020,1,1,Union Berlin,Borussia M.Gladbach,0.691595,0.580509,0.3375,0.4055,0.257,Bundesliga,13,13,2,4,2,8,11.0,22.1667
15309,1481164,123,124,2021-01-30 14:30:00,3,2020,1,1,Werder Bremen,Schalke 04,0.64374,0.467918,0.3346,0.4375,0.2279,Bundesliga,15,6,5,1,8,3,9.037,13.36
15304,1481159,136,119,2021-01-30 17:30:00,3,2020,1,0,RasenBallsport Leipzig,Bayer Leverkusen,1.68828,0.905761,0.5879,0.2639,0.1482,Bundesliga,16,8,2,3,5,4,8.2759,9.2353
15308,1481163,134,262,2021-01-31 14:30:00,3,2020,3,1,FC Cologne,Arminia Bielefeld,1.50709,0.949382,0.5075,0.2888,0.2037,Bundesliga,14,8,6,3,3,8,5.6875,9.0
15305,1481160,131,135,2021-01-31 17:00:00,3,2020,3,0,Wolfsburg,Freiburg,2.00557,0.684054,0.7449,0.1724,0.0827,Bundesliga,12,10,5,2,9,4,7.0385,12.25
15315,1481170,122,117,2021-02-05 19:30:00,3,2020,0,1,Hertha Berlin,Bayern Munich,1.24698,1.8015,0.2245,0.2674,0.5081,Bundesliga,10,14,7,6,3,10,6.8929,13.1818
15312,1481167,119,133,2021-02-06 14:30:00,3,2020,5,2,Bayer Leverkusen,VfB Stuttgart,4.60657,1.30625,0.9331,0.046,0.0209,Bundesliga,24,13,11,7,16,3,14.4211,8.1852
15314,1481169,135,129,2021-02-06 14:30:00,3,2020,2,1,Freiburg,Borussia Dortmund,0.167725,1.28601,0.036,0.2359,0.7281,Bundesliga,6,16,3,6,1,8,7.28,27.0
15316,1481171,124,136,2021-02-06 14:30:00,3,2020,0,3,Schalke 04,RasenBallsport Leipzig,0.125218,3.10182,0.0038,0.035,0.9612,Bundesliga,3,26,1,10,0,17,4.8947,15.4737
15317,1481172,125,240,2021-02-06 14:30:00,3,2020,1,0,Mainz 05,Union Berlin,2.20728,0.937962,0.7295,0.1786,0.0919,Bundesliga,10,11,5,4,6,4,9.9474,13.2381
15318,1481173,121,131,2021-02-06 14:30:00,3,2020,0,2,Augsburg,Wolfsburg,0.384821,2.19806,0.0367,0.1237,0.8396,Bundesliga,9,17,1,7,3,13,8.1429,23.8462
15311,1481166,130,134,2021-02-06 17:30:00,3,2020,1,2,Borussia M.Gladbach,FC Cologne,0.42778,0.816611,0.1715,0.3822,0.4463,Bundesliga,10,7,2,3,5,3,32.4286,7.125
15313,1481168,120,132,2021-02-07 14:30:00,3,2020,1,3,Hoffenheim,Eintracht Frankfurt,0.637718,1.26357,0.151,0.3038,0.5452,Bundesliga,6,9,1,5,7,5,10.4545,11.3103
15322,1481182,136,121,2021-02-12 19:30:00,3,2020,2,1,RasenBallsport Leipzig,Augsburg,2.26243,0.938388,0.747,0.1973,0.0557,Bundesliga,16,4,6,2,6,3,12.5517,7.1724
15321,1481180,129,120,2021-02-13 14:30:00,3,2020,2,2,Borussia Dortmund,Hoffenheim,1.19058,2.19249,0.1638,0.2156,0.6206,Bundesliga,7,13,3,6,3,9,10.0345,6.871
15323,1481184,119,125,2021-02-13 14:30:00,3,2020,2,2,Bayer Leverkusen,Mainz 05,1.75183,2.27515,0.2586,0.2413,0.5001,Bundesliga,11,19,5,5,4,12,10.8108,7.5
15327,1481192,123,135,2021-02-13 14:30:00,3,2020,0,0,Werder Bremen,Freiburg,0.907057,0.375641,0.5092,0.3657,0.1251,Bundesliga,12,8,4,2,1,2,12.0741,23.1875
15328,1481194,133,122,2021-02-13 14:30:00,3,2020,1,1,VfB Stuttgart,Hertha Berlin,1.3857,0.832358,0.5077,0.2878,0.2045,Bundesliga,11,10,3,2,7,3,8.2,7.4054
15326,1481190,240,124,2021-02-13 17:30:00,3,2020,0,0,Union Berlin,Schalke 04,1.9379,0.335784,0.8112,0.146,0.0428,Bundesliga,20,5,3,0,8,6,6.24,10.5862
15325,1481188,132,134,2021-02-14 14:30:00,3,2020,2,0,Eintracht Frankfurt,FC Cologne,2.94491,0.554721,0.9035,0.0759,0.0206,Bundesliga,16,6,7,1,4,5,17.4348,7.3793
15324,1481186,131,130,2021-02-14 17:00:00,3,2020,0,0,Wolfsburg,Borussia M.Gladbach,0.641105,0.663321,0.2911,0.3946,0.3143,Bundesliga,17,11,6,3,6,7,9.1613,11.7727
15320,1481178,117,262,2021-02-15 19:30:00,3,2020,3,3,Bayern Munich,Arminia Bielefeld,2.29294,1.71797,0.5175,0.2524,0.2301,Bundesliga,18,7,11,3,6,5,19.7647,7.6538
15337,1481205,262,131,2021-02-19 19:30:00,3,2020,0,3,Arminia Bielefeld,Wolfsburg,0.319638,1.67634,0.0341,0.1591,0.8068,Bundesliga,7,12,2,6,6,5,14.2778,17.0526
15329,1481196,130,125,2021-02-20 14:30:00,3,2020,1,2,Borussia M.Gladbach,Mainz 05,0.659888,0.665514,0.2903,0.3929,0.3168,Bundesliga,12,8,4,6,8,2,20.4,8.3077
15331,1481199,135,240,2021-02-20 14:30:00,3,2020,0,1,Freiburg,Union Berlin,0.836092,1.49682,0.1747,0.2908,0.5345,Bundesliga,9,15,1,4,6,4,17.9048,7.8095
15332,1481200,132,117,2021-02-20 14:30:00,3,2020,2,1,Eintracht Frankfurt,Bayern Munich,1.9074,1.5483,0.4644,0.2559,0.2797,Bundesliga,13,22,6,6,4,12,11.0556,11.3704
15335,1481203,134,133,2021-02-20 14:30:00,3,2020,0,1,FC Cologne,VfB Stuttgart,0.650885,0.606729,0.3128,0.401,0.2862,Bundesliga,9,9,0,3,5,6,18.7895,13.3478
15334,1481202,124,129,2021-02-20 17:30:00,3,2020,0,4,Schalke 04,Borussia Dortmund,0.830269,1.85349,0.1083,0.2151,0.6766,Bundesliga,13,10,2,6,7,10,6.25,13.32
15336,1481204,121,119,2021-02-21 12:30:00,3,2020,1,1,Augsburg,Bayer Leverkusen,0.931657,0.397505,0.5147,0.354,0.1313,Bundesliga,6,10,3,3,1,6,5.1304,29.2308
15333,1481201,122,136,2021-02-21 14:30:00,3,2020,0,3,Hertha Berlin,RasenBallsport Leipzig,0.859063,1.16338,0.2531,0.3268,0.4201,Bundesliga,9,14,4,6,5,7,18.0,11.0455
15330,1481198,120,123,2021-02-21 17:00:00,3,2020,4,0,Hoffenheim,Werder Bremen,2.66057,0.109963,0.951,0.0443,0.0047,Bundesliga,12,2,6,1,7,3,10.92,11.6667
15345,1481213,123,132,2021-02-26 19:30:00,3,2020,2,1,Werder Bremen,Eintracht Frankfurt,1.10682,1.17887,0.3282,0.3127,0.3591,Bundesliga,9,12,5,4,6,8,4.1944,19.7222
15338,1481206,117,134,2021-02-27 14:30:00,3,2020,5,1,Bayern Munich,FC Cologne,2.40221,0.985369,0.7322,0.1762,0.0916,Bundesliga,14,6,7,3,7,9,14.88,12.7391
15339,1481207,129,262,2021-02-27 14:30:00,3,2020,3,0,Borussia Dortmund,Arminia Bielefeld,2.50855,0.636679,0.8372,0.121,0.0418,Bundesliga,20,8,9,2,23,3,15.76,13.5882
15342,1481210,131,122,2021-02-27 14:30:00,3,2020,2,0,Wolfsburg,Hertha Berlin,0.620957,1.18868,0.1603,0.3035,0.5362,Bundesliga,10,9,2,2,6,3,12.3913,10.1667
15346,1481214,133,124,2021-02-27 14:30:00,3,2020,5,1,VfB Stuttgart,Schalke 04,2.68633,1.64536,0.6374,0.2054,0.1572,Bundesliga,17,10,9,5,10,7,9.3478,10.7273
15340,1481208,136,130,2021-02-27 17:30:00,3,2020,3,2,RasenBallsport Leipzig,Borussia M.Gladbach,1.89119,1.94164,0.3342,0.2691,0.3967,Bundesliga,20,5,10,2,8,0,12.7391,5.5161
15343,1481211,240,120,2021-02-28 12:30:00,3,2020,1,1,Union Berlin,Hoffenheim,0.958613,1.53526,0.1921,0.3111,0.4968,Bundesliga,5,14,1,3,4,13,17.2353,17.2105
15344,1481212,125,121,2021-02-28 14:30:00,3,2020,0,1,Mainz 05,Augsburg,0.454814,1.27616,0.1091,0.2776,0.6133,Bundesliga,11,9,6,3,11,5,16.6923,5.75
15341,1481209,119,135,2021-02-28 17:00:00,3,2020,1,2,Bayer Leverkusen,Freiburg,1.15987,1.47636,0.2377,0.3005,0.4618,Bundesliga,22,6,5,3,8,6,30.2308,9.6875
15348,1481176,124,125,2021-03-05 19:30:00,3,2020,0,0,Schalke 04,Mainz 05,0.414149,0.848925,0.1731,0.4009,0.426,Bundesliga,2,19,2,2,0,11,4.8367,9.4444
15347,1481175,122,121,2021-03-06 14:30:00,3,2020,2,1,Hertha Berlin,Augsburg,2.68531,0.836158,0.8474,0.1156,0.037,Bundesliga,17,8,7,4,9,2,14.5455,4.8571
15352,1481216,130,119,2021-03-06 14:30:00,3,2020,0,1,Borussia M.Gladbach,Bayer Leverkusen,0.544034,1.36843,0.1151,0.2585,0.6264,Bundesliga,8,13,3,5,8,6,14.2632,16.52
15353,1481217,120,131,2021-03-06 14:30:00,3,2020,2,1,Hoffenheim,Wolfsburg,0.989132,1.82597,0.1592,0.2468,0.594,Bundesliga,9,18,4,7,4,10,8.8889,12.72
15354,1481218,135,136,2021-03-06 14:30:00,3,2020,0,3,Freiburg,RasenBallsport Leipzig,0.197373,1.97309,0.0171,0.1182,0.8647,Bundesliga,5,13,1,7,2,14,8.4815,13.8571
15355,1481219,132,133,2021-03-06 14:30:00,3,2020,1,1,Eintracht Frankfurt,VfB Stuttgart,1.56516,1.15519,0.4691,0.2809,0.25,Bundesliga,19,8,7,1,6,3,8.1818,5.697
15351,1481215,117,129,2021-03-06 17:30:00,3,2020,4,2,Bayern Munich,Borussia Dortmund,2.69537,0.723629,0.8707,0.1079,0.0214,Bundesliga,27,4,9,3,20,3,19.3333,8.36
15349,1481177,134,123,2021-03-07 14:30:00,3,2020,1,1,FC Cologne,Werder Bremen,1.50386,1.20768,0.4394,0.2742,0.2864,Bundesliga,16,12,4,5,5,2,25.6667,7.3158
15350,1481179,262,240,2021-03-07 17:00:00,3,2020,0,0,Arminia Bielefeld,Union Berlin,0.213406,1.49282,0.0364,0.1986,0.765,Bundesliga,4,8,2,3,4,3,17.5,21.3636
15319,1481174,262,123,2021-03-10 19:30:00,3,2020,0,2,Arminia Bielefeld,Werder Bremen,2.49186,1.64589,0.5804,0.2376,0.182,Bundesliga,26,5,8,2,17,4,20.0,5.7586
15362,1481193,121,130,2021-03-12 19:30:00,3,2020,3,1,Augsburg,Borussia M.Gladbach,1.14857,2.30606,0.1299,0.2016,0.6685,Bundesliga,10,26,3,7,3,11,8.0417,24.0
15359,1481187,131,124,2021-03-13 14:30:00,3,2020,5,0,Wolfsburg,Schalke 04,2.50491,0.241952,0.9086,0.0783,0.0131,Bundesliga,16,5,7,1,8,2,12.55,7.0303
15360,1481189,240,134,2021-03-13 14:30:00,3,2020,2,1,Union Berlin,FC Cologne,2.37875,1.05403,0.7173,0.1988,0.0839,Bundesliga,14,9,7,5,3,5,7.8462,17.619
15361,1481191,125,135,2021-03-13 14:30:00,3,2020,1,0,Mainz 05,Freiburg,1.83812,1.48247,0.47,0.2908,0.2392,Bundesliga,11,12,7,3,15,6,10.5217,7.5405
15363,1481195,123,117,2021-03-13 14:30:00,3,2020,1,3,Werder Bremen,Bayern Munich,0.76636,3.96745,0.0071,0.0374,0.9555,Bundesliga,8,20,4,6,5,25,7.65,46.5714
15356,1481181,129,122,2021-03-13 17:30:00,3,2020,2,0,Borussia Dortmund,Hertha Berlin,1.93335,0.0761441,0.9016,0.0916,0.0068,Bundesliga,12,3,4,0,12,3,47.7,8.7895
15358,1481185,119,262,2021-03-14 12:30:00,3,2020,1,2,Bayer Leverkusen,Arminia Bielefeld,2.37314,2.28117,0.397,0.2228,0.3802,Bundesliga,20,11,5,5,16,3,19.5217,3.7037
15357,1481183,136,132,2021-03-14 14:30:00,3,2020,1,1,RasenBallsport Leipzig,Eintracht Frankfurt,1.81298,0.694577,0.6855,0.2149,0.0996,Bundesliga,14,5,8,2,8,4,10.12,7.0
15364,1481197,133,120,2021-03-14 17:00:00,3,2020,2,0,VfB Stuttgart,Hoffenheim,1.03802,0.97511,0.3687,0.3212,0.3101,Bundesliga,7,16,4,5,5,9,9.9583,14.2917
15373,1481048,262,136,2021-03-19 19:30:00,3,2020,0,1,Arminia Bielefeld,RasenBallsport Leipzig,0.290363,2.509,0.0106,0.0714,0.918,Bundesliga,7,20,0,8,2,16,3.8824,32.5625
15365,1481040,117,133,2021-03-20 14:30:00,3,2020,4,0,Bayern Munich,VfB Stuttgart,2.6153,1.12324,0.7347,0.1641,0.1012,Bundesliga,15,12,7,4,14,9,8.4194,15.2857
15368,1481043,132,240,2021-03-20 14:30:00,3,2020,5,2,Eintracht Frankfurt,Union Berlin,2.53513,2.9206,0.3097,0.2283,0.462,Bundesliga,9,25,5,8,9,6,17.6316,12.5238
15371,1481046,134,129,2021-03-20 14:30:00,3,2020,2,2,FC Cologne,Borussia Dortmund,1.32405,1.81107,0.2225,0.2819,0.4956,Bundesliga,10,13,2,4,9,12,12.0,30.4615
15372,1481047,123,131,2021-03-20 14:30:00,3,2020,1,2,Werder Bremen,Wolfsburg,1.06983,1.20287,0.3074,0.3067,0.3859,Bundesliga,10,15,4,3,4,4,7.7813,8.069
15370,1481045,124,130,2021-03-20 17:30:00,3,2020,0,3,Schalke 04,Borussia M.Gladbach,0.185724,2.06675,0.0164,0.1143,0.8693,Bundesliga,4,21,1,7,3,9,8.5217,26.4444
15366,1481041,120,125,2021-03-21 12:30:00,3,2020,1,2,Hoffenheim,Mainz 05,1.05065,3.20297,0.0455,0.1069,0.8476,Bundesliga,8,15,2,7,5,9,15.4,9.0556
15369,1481044,122,119,2021-03-21 14:30:00,3,2020,3,0,Hertha Berlin,Bayer Leverkusen,2.00238,2.00246,0.3767,0.2533,0.37,Bundesliga,13,12,9,1,9,10,3.3077,14.1304
15367,1481042,135,121,2021-03-21 17:00:00,3,2020,2,0,Freiburg,Augsburg,2.06607,0.821272,0.7142,0.1837,0.1021,Bundesliga,14,20,5,7,3,5,17.7333,6.037
15374,1481049,129,132,2021-04-03 13:30:00,3,2020,1,2,Borussia Dortmund,Eintracht Frankfurt,2.14799,1.7596,0.4618,0.2443,0.2939,Bundesliga,19,14,5,3,22,9,9.3571,8.2963
15377,1481052,119,124,2021-04-03 13:30:00,3,2020,2,1,Bayer Leverkusen,Schalke 04,0.861271,1.05068,0.2446,0.3788,0.3766,Bundesliga,8,6,3,2,8,5,15.5667,8.4063
15378,1481053,131,134,2021-04-03 13:30:00,3,2020,1,0,Wolfsburg,FC Cologne,0.729338,1.20907,0.1937,0.3025,0.5038,Bundesliga,12,9,5,1,13,3,15.6875,8.1724
15380,1481055,125,262,2021-04-03 13:30:00,3,2020,1,1,Mainz 05,Arminia Bielefeld,2.45668,0.376815,0.8944,0.0836,0.022,Bundesliga,11,10,6,2,6,2,15.75,5.3793
15382,1481057,121,120,2021-04-03 13:30:00,3,2020,2,1,Augsburg,Hoffenheim,0.560474,0.754596,0.2439,0.3866,0.3695,Bundesliga,7,15,2,5,1,13,6.68,21.3889
15375,1481050,136,117,2021-04-03 16:30:00,3,2020,0,1,RasenBallsport Leipzig,Bayern Munich,0.486813,0.597457,0.243,0.4374,0.3196,Bundesliga,14,9,2,5,10,6,8.5,9.6774
15376,1481051,130,135,2021-04-03 18:30:00,3,2020,2,1,Borussia M.Gladbach,Freiburg,1.48872,1.96748,0.2505,0.2437,0.5058,Bundesliga,19,10,6,4,6,2,7.8824,13.28
15381,1481056,133,123,2021-04-04 13:30:00,3,2020,1,0,VfB Stuttgart,Werder Bremen,0.695308,0.362475,0.3858,0.4398,0.1744,Bundesliga,14,10,3,2,9,13,12.6786,9.5652
15379,1481054,240,122,2021-04-04 16:00:00,3,2020,1,1,Union Berlin,Hertha Berlin,0.801212,0.850228,0.2563,0.3978,0.3459,Bundesliga,13,4,3,1,3,1,29.3,12.3158
15390,1481065,262,135,2021-04-09 18:30:00,3,2020,1,0,Arminia Bielefeld,Freiburg,1.35635,0.4306,0.6455,0.2556,0.0989,Bundesliga,13,10,4,1,10,4,17.4167,15.6
15383,1481058,117,240,2021-04-10 13:30:00,3,2020,1,1,Bayern Munich,Union Berlin,0.809251,0.908459,0.2763,0.3607,0.363,Bundesliga,14,7,2,2,9,2,19.8333,9.5
15385,1481060,132,131,2021-04-10 13:30:00,3,2020,4,3,Eintracht Frankfurt,Wolfsburg,0.748811,1.69595,0.1294,0.2352,0.6354,Bundesliga,8,20,5,8,7,14,5.0968,9.8182
15386,1481061,122,130,2021-04-10 13:30:00,3,2020,2,2,Hertha Berlin,Borussia M.Gladbach,1.41784,1.24723,0.3747,0.319,0.3063,Bundesliga,23,7,7,4,10,6,19.2941,9.7619
15389,1481064,123,136,2021-04-10 13:30:00,3,2020,1,4,Werder Bremen,RasenBallsport Leipzig,1.32791,1.68371,0.2534,0.2896,0.457,Bundesliga,12,8,2,4,3,12,10.7619,11.6364
15391,1481066,133,129,2021-04-10 16:30:00,3,2020,2,3,VfB Stuttgart,Borussia Dortmund,1.51604,1.12634,0.4758,0.2694,0.2548,Bundesliga,13,17,3,7,5,12,14.25,13.1818
15387,1481062,124,121,2021-04-11 13:30:00,3,2020,1,0,Schalke 04,Augsburg,0.858301,1.14952,0.2424,0.3449,0.4127,Bundesliga,7,12,2,4,6,8,11.1667,12.2609
15388,1481063,134,125,2021-04-11 16:00:00,3,2020,2,3,FC Cologne,Mainz 05,2.49731,1.51737,0.6043,0.2262,0.1695,Bundesliga,23,9,4,5,5,6,20.7647,6.3182
15384,1481059,120,119,2021-04-12 18:30:00,3,2020,0,0,Hoffenheim,Bayer Leverkusen,0.0916581,0.32178,0.0654,0.6665,0.2681,Bundesliga,2,5,0,3,3,5,11.3214,14.8846
15393,1481249,136,120,2021-04-16 18:30:00,3,2020,0,0,RasenBallsport Leipzig,Hoffenheim,1.43967,0.179248,0.7531,0.2156,0.0313,Bundesliga,16,5,2,0,10,2,27.2857,7.8966
15394,1481250,130,132,2021-04-17 13:30:00,3,2020,4,0,Borussia M.Gladbach,Eintracht Frankfurt,2.95451,0.609687,0.8828,0.0868,0.0304,Bundesliga,21,16,4,4,7,5,7.3182,20.1667
15396,1481252,131,117,2021-04-17 13:30:00,3,2020,2,3,Wolfsburg,Bayern Munich,1.25011,1.72716,0.246,0.2746,0.4794,Bundesliga,7,14,3,9,7,10,9.4286,7.9167
15397,1481253,135,124,2021-04-17 13:30:00,3,2020,4,0,Freiburg,Schalke 04,2.07564,0.716727,0.7554,0.1847,0.0599,Bundesliga,13,4,8,2,3,2,15.25,7.931
15398,1481254,240,133,2021-04-17 13:30:00,3,2020,2,1,Union Berlin,VfB Stuttgart,1.53511,0.790129,0.5928,0.2713,0.1359,Bundesliga,9,9,4,2,5,6,14.3529,12.1786
15400,1481256,121,262,2021-04-17 13:30:00,3,2020,0,0,Augsburg,Arminia Bielefeld,0.752755,0.824002,0.2995,0.3759,0.3246,Bundesliga,10,9,3,1,3,6,10.1481,10.8261
15395,1481251,119,134,2021-04-17 16:30:00,3,2020,3,0,Bayer Leverkusen,FC Cologne,1.98802,0.828829,0.7268,0.1951,0.0781,Bundesliga,8,13,5,2,2,5,16.0,18.7059
15392,1481248,129,123,2021-04-18 13:30:00,3,2020,4,1,Borussia Dortmund,Werder Bremen,3.07111,0.973347,0.8601,0.1018,0.0381,Bundesliga,17,10,8,3,7,1,38.5455,7.7931
15406,1481262,134,136,2021-04-20 16:30:00,3,2020,2,1,FC Cologne,RasenBallsport Leipzig,0.594852,2.01175,0.0855,0.1902,0.7243,Bundesliga,5,25,3,6,1,18,5.8095,34.6364
15401,1481257,117,119,2021-04-20 18:30:00,3,2020,2,0,Bayern Munich,Bayer Leverkusen,1.89266,0.540312,0.7596,0.1807,0.0597,Bundesliga,23,7,8,4,11,5,15.08,7.9032
15404,1481260,132,121,2021-04-20 18:30:00,3,2020,2,0,Eintracht Frankfurt,Augsburg,1.16892,1.41189,0.264,0.3294,0.4066,Bundesliga,11,15,4,4,4,2,23.3571,7.069
15408,1481264,262,124,2021-04-20 18:30:00,3,2020,1,0,Arminia Bielefeld,Schalke 04,2.29829,0.252122,0.9206,0.0688,0.0106,Bundesliga,15,5,5,0,9,1,12.3077,7.8621
15402,1481258,129,240,2021-04-21 18:30:00,3,2020,2,0,Borussia Dortmund,Union Berlin,6.37227,0.274853,0.9996,0.0002,0.0002,Bundesliga,20,5,11,1,8,2,19.625,21.8571
15403,1481259,120,130,2021-04-21 18:30:00,3,2020,3,2,Hoffenheim,Borussia M.Gladbach,2.31017,0.8843,0.7393,0.1832,0.0775,Bundesliga,19,6,6,2,9,5,21.7333,13.3529
15407,1481263,123,125,2021-04-21 18:30:00,3,2020,0,1,Werder Bremen,Mainz 05,0.8847,1.38294,0.2158,0.2762,0.508,Bundesliga,20,14,3,5,3,2,17.6842,9.375
15409,1481265,133,131,2021-04-21 18:30:00,3,2020,1,3,VfB Stuttgart,Wolfsburg,1.77065,1.70299,0.3788,0.2901,0.3311,Bundesliga,10,13,4,4,7,5,9.075,10.4737
15418,1481274,121,134,2021-04-23 18:30:00,3,2020,2,3,Augsburg,FC Cologne,1.84086,1.82475,0.3715,0.2782,0.3503,Bundesliga,13,15,5,6,6,8,14.8235,8.3846
15413,1481269,131,129,2021-04-24 13:30:00,3,2020,0,2,Wolfsburg,Borussia Dortmund,1.36199,1.04957,0.4273,0.2865,0.2862,Bundesliga,21,8,2,4,5,5,13.6875,11.1053
15414,1481270,135,120,2021-04-24 13:30:00,3,2020,1,1,Freiburg,Hoffenheim,1.31762,1.55721,0.2903,0.3035,0.4062,Bundesliga,14,17,6,4,3,4,15.8125,20.7143
15415,1481271,240,123,2021-04-24 13:30:00,3,2020,3,1,Union Berlin,Werder Bremen,1.69915,0.44826,0.728,0.2042,0.0678,Bundesliga,16,9,6,5,6,1,26.0909,8.4483
15417,1481273,125,117,2021-04-24 13:30:00,3,2020,2,1,Mainz 05,Bayern Munich,1.1149,1.16918,0.3452,0.3142,0.3406,Bundesliga,6,15,3,4,1,9,3.4074,14.4783
15412,1481268,119,132,2021-04-24 16:30:00,3,2020,3,1,Bayer Leverkusen,Eintracht Frankfurt,2.08585,1.83222,0.4455,0.2352,0.3193,Bundesliga,19,12,9,5,7,8,11.2963,18.2941
15410,1481266,136,133,2021-04-25 13:30:00,3,2020,2,0,RasenBallsport Leipzig,VfB Stuttgart,3.71376,0.128485,0.9854,0.0139,0.0007,Bundesliga,25,1,11,0,23,4,20.4615,5.5135
15411,1481267,130,262,2021-04-25 16:00:00,3,2020,5,0,Borussia M.Gladbach,Arminia Bielefeld,3.75166,0.594905,0.9519,0.0402,0.0079,Bundesliga,20,9,12,4,12,3,18.5652,12.8824
15399,1481255,125,122,2021-05-03 18:00:00,3,2020,1,1,Mainz 05,Hertha Berlin,2.8172,1.54384,0.6934,0.1813,0.1253,Bundesliga,16,7,9,5,4,5,15.0,8.5385
15405,1481261,122,135,2021-05-06 16:30:00,3,2020,3,0,Hertha Berlin,Freiburg,2.03873,0.850618,0.6993,0.2011,0.0996,Bundesliga,13,13,6,4,4,6,7.9643,21.0556
15427,1481283,133,121,2021-05-07 18:30:00,3,2020,2,1,VfB Stuttgart,Augsburg,1.62191,2.11055,0.2586,0.2468,0.4946,Bundesliga,16,21,7,9,8,8,12.5769,7.4583
15420,1481276,129,136,2021-05-08 13:30:00,3,2020,3,2,Borussia Dortmund,RasenBallsport Leipzig,2.00128,1.50553,0.4897,0.251,0.2593,Bundesliga,15,14,4,8,8,11,8.92,16.1176
15421,1481277,120,124,2021-05-08 13:30:00,3,2020,4,2,Hoffenheim,Schalke 04,1.53696,0.816991,0.5487,0.2728,0.1785,Bundesliga,21,6,12,3,9,8,35.5,6.6563
15422,1481278,131,240,2021-05-08 13:30:00,3,2020,3,0,Wolfsburg,Union Berlin,1.94262,0.577025,0.7553,0.1801,0.0646,Bundesliga,17,9,8,1,7,4,35.5,9.3043
15426,1481282,123,119,2021-05-08 13:30:00,3,2020,0,0,Werder Bremen,Bayer Leverkusen,0.552662,1.05171,0.1784,0.3364,0.4852,Bundesliga,12,14,1,4,1,7,8.5652,13.48
15419,1481275,117,130,2021-05-08 16:30:00,3,2020,6,0,Bayern Munich,Borussia M.Gladbach,3.02349,0.806609,0.8658,0.0969,0.0373,Bundesliga,22,14,7,3,22,9,13.9643,10.6296
15425,1481281,134,135,2021-05-09 11:30:00,3,2020,1,4,FC Cologne,Freiburg,1.72084,2.49672,0.1742,0.2408,0.585,Bundesliga,18,11,2,6,2,10,10.8696,10.0
15423,1481279,132,125,2021-05-09 13:30:00,3,2020,1,1,Eintracht Frankfurt,Mainz 05,0.691369,0.52553,0.3341,0.414,0.2519,Bundesliga,14,6,3,3,6,0,19.4091,5.5714
15424,1481280,122,262,2021-05-09 16:00:00,3,2020,0,0,Hertha Berlin,Arminia Bielefeld,0.757903,0.501126,0.392,0.4038,0.2042,Bundesliga,11,13,4,6,6,4,21.5556,9.7059
